intervention_id,intervention_category,intervention_subcategory,vehicle_category,vehicle_subcategory,fuel_type,vehicle_manufacturer,vehicle_production_year,fuel_efficiency_unit,fuel_efficiency,capital_cost_unit,capital_cost,lifespan,annual_maintenance_unit,annual_maintenance,depreciation_factor
suv_fuelswitch_467,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Jeep,2004,km per L,7.08,USD,51750,10,USD,1500,0.15
suv_fuelswitch_468,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Kia,2004,km per L,6.56,USD,51750,10,USD,1500,0.15
suv_fuelswitch_469,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Land Rover,2004,km per L,6.05,USD,51750,10,USD,1500,0.15
suv_fuelswitch_470,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lexus,2004,km per L,7.45,USD,51750,10,USD,1500,0.15
suv_fuelswitch_471,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lincoln,2004,km per L,5.71,USD,51750,10,USD,1500,0.15
suv_fuelswitch_472,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mazda,2004,km per L,8.51,USD,51750,10,USD,1500,0.15
suv_fuelswitch_473,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mercedes-Benz,2004,km per L,5.74,USD,51750,10,USD,1500,0.15
suv_fuelswitch_474,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mitsubishi,2004,km per L,7.39,USD,51750,10,USD,1500,0.15
suv_fuelswitch_475,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Nissan,2004,km per L,6.8,USD,51750,10,USD,1500,0.15
suv_fuelswitch_476,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Oldsmobile,2004,km per L,6.67,USD,51750,10,USD,1500,0.15
suv_fuelswitch_477,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Pontiac,2004,km per L,7.97,USD,51750,10,USD,1500,0.15
suv_fuelswitch_478,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Porsche,2004,km per L,5.71,USD,51750,10,USD,1500,0.15
suv_fuelswitch_479,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Saturn,2004,km per L,8.83,USD,51750,10,USD,1500,0.15
suv_fuelswitch_480,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Subaru,2004,km per L,8.39,USD,51750,10,USD,1500,0.15
suv_fuelswitch_481,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Suzuki,2004,km per L,7.58,USD,51750,10,USD,1500,0.15
suv_fuelswitch_482,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Toyota,2004,km per L,7.63,USD,51750,10,USD,1500,0.15
suv_fuelswitch_483,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Volkswagen,2004,km per L,6.23,USD,51750,10,USD,1500,0.15
suv_fuelswitch_484,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Volvo,2004,km per L,7.39,USD,51750,10,USD,1500,0.15
suv_fuelswitch_485,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Acura,2005,km per L,7.3,USD,51750,10,USD,1500,0.15
suv_fuelswitch_486,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Audi,2005,km per L,7.12,USD,51750,10,USD,1500,0.15
suv_fuelswitch_487,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Bmw,2005,km per L,7.13,USD,51750,10,USD,1500,0.15
suv_fuelswitch_488,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Buick,2005,km per L,7.43,USD,51750,10,USD,1500,0.15
suv_fuelswitch_489,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Cadillac,2005,km per L,6.17,USD,51750,10,USD,1500,0.15
suv_fuelswitch_490,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chevrolet,2005,km per L,6.19,USD,51750,10,USD,1500,0.15
suv_fuelswitch_491,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chrysler,2005,km per L,8.39,USD,51750,10,USD,1500,0.15
suv_fuelswitch_492,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Dodge,2005,km per L,7.22,USD,51750,10,USD,1500,0.15
suv_fuelswitch_493,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Ford,2005,km per L,8.04,USD,51750,10,USD,1500,0.15
suv_fuelswitch_494,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Gmc,2005,km per L,6.03,USD,51750,10,USD,1500,0.15
suv_fuelswitch_495,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Honda,2005,km per L,8.26,USD,51750,10,USD,1500,0.15
suv_fuelswitch_496,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Hyundai,2005,km per L,8.31,USD,51750,10,USD,1500,0.15
suv_fuelswitch_497,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Infiniti,2005,km per L,6.38,USD,51750,10,USD,1500,0.15
suv_fuelswitch_498,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Jeep,2005,km per L,6.64,USD,51750,10,USD,1500,0.15
suv_fuelswitch_499,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Kia,2005,km per L,7.89,USD,51750,10,USD,1500,0.15
suv_fuelswitch_500,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Land Rover,2005,km per L,6.11,USD,51750,10,USD,1500,0.15
suv_fuelswitch_501,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lexus,2005,km per L,7.26,USD,51750,10,USD,1500,0.15
suv_fuelswitch_502,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lincoln,2005,km per L,5.65,USD,51750,10,USD,1500,0.15
suv_fuelswitch_503,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mazda,2005,km per L,8.44,USD,51750,10,USD,1500,0.15
suv_fuelswitch_504,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mercedes-Benz,2005,km per L,5.59,USD,51750,10,USD,1500,0.15
suv_fuelswitch_505,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mitsubishi,2005,km per L,7.95,USD,51750,10,USD,1500,0.15
suv_fuelswitch_506,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Nissan,2005,km per L,8.11,USD,51750,10,USD,1500,0.15
suv_fuelswitch_507,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Pontiac,2005,km per L,8.1,USD,51750,10,USD,1500,0.15
suv_fuelswitch_508,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Porsche,2005,km per L,6.15,USD,51750,10,USD,1500,0.15
suv_fuelswitch_509,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Saab,2005,km per L,6.25,USD,51750,10,USD,1500,0.15
suv_fuelswitch_510,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Saturn,2005,km per L,8.88,USD,51750,10,USD,1500,0.15
suv_fuelswitch_511,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Subaru,2005,km per L,8.79,USD,51750,10,USD,1500,0.15
suv_fuelswitch_512,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Suzuki,2005,km per L,7.58,USD,51750,10,USD,1500,0.15
suv_fuelswitch_513,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Toyota,2005,km per L,7.87,USD,51750,10,USD,1500,0.15
suv_fuelswitch_514,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Volkswagen,2005,km per L,6.41,USD,51750,10,USD,1500,0.15
suv_fuelswitch_515,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Volvo,2005,km per L,7.3,USD,51750,10,USD,1500,0.15
suv_fuelswitch_516,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Acura,2006,km per L,7.3,USD,51750,10,USD,1500,0.15
suv_fuelswitch_517,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Bmw,2006,km per L,7.13,USD,51750,10,USD,1500,0.15
suv_fuelswitch_518,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Buick,2006,km per L,7.43,USD,51750,10,USD,1500,0.15
suv_fuelswitch_519,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Cadillac,2006,km per L,6.53,USD,51750,10,USD,1500,0.15
suv_fuelswitch_520,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chevrolet,2006,km per L,6.83,USD,51750,10,USD,1500,0.15
suv_fuelswitch_521,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chrysler,2006,km per L,8.5,USD,51750,10,USD,1500,0.15
suv_fuelswitch_522,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Dodge,2006,km per L,7.02,USD,51750,10,USD,1500,0.15
suv_fuelswitch_523,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Ford,2006,km per L,8.17,USD,51750,10,USD,1500,0.15
suv_fuelswitch_524,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Gmc,2006,km per L,6.3,USD,51750,10,USD,1500,0.15
suv_fuelswitch_525,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Honda,2006,km per L,8.53,USD,51750,10,USD,1500,0.15
suv_fuelswitch_526,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Hummer,2006,km per L,6.6,USD,51750,10,USD,1500,0.15
suv_fuelswitch_527,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Hyundai,2006,km per L,8.31,USD,51750,10,USD,1500,0.15
suv_fuelswitch_528,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Infiniti,2006,km per L,5.75,USD,51750,10,USD,1500,0.15
suv_fuelswitch_529,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Jeep,2006,km per L,6.47,USD,51750,10,USD,1500,0.15
suv_fuelswitch_530,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Kia,2006,km per L,7.89,USD,51750,10,USD,1500,0.15
suv_fuelswitch_531,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Land Rover,2006,km per L,6,USD,51750,10,USD,1500,0.15
suv_fuelswitch_532,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lexus,2006,km per L,7.42,USD,51750,10,USD,1500,0.15
suv_fuelswitch_533,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mazda,2006,km per L,8.73,USD,51750,10,USD,1500,0.15
suv_fuelswitch_534,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mercedes-Benz,2006,km per L,6.39,USD,51750,10,USD,1500,0.15
suv_fuelswitch_535,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mitsubishi,2006,km per L,7.95,USD,51750,10,USD,1500,0.15
suv_fuelswitch_536,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Nissan,2006,km per L,7.04,USD,51750,10,USD,1500,0.15
suv_fuelswitch_537,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Pontiac,2006,km per L,7.94,USD,51750,10,USD,1500,0.15
suv_fuelswitch_538,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Porsche,2006,km per L,6.08,USD,51750,10,USD,1500,0.15
suv_fuelswitch_539,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Saab,2006,km per L,6.6,USD,51750,10,USD,1500,0.15
suv_fuelswitch_540,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Saturn,2006,km per L,9.15,USD,51750,10,USD,1500,0.15
suv_fuelswitch_541,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Subaru,2006,km per L,8.81,USD,51750,10,USD,1500,0.15
suv_fuelswitch_542,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Suzuki,2006,km per L,7.63,USD,51750,10,USD,1500,0.15
suv_fuelswitch_543,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Toyota,2006,km per L,7.95,USD,51750,10,USD,1500,0.15
suv_fuelswitch_544,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Volkswagen,2006,km per L,6.41,USD,51750,10,USD,1500,0.15
suv_fuelswitch_545,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Volvo,2006,km per L,7.34,USD,51750,10,USD,1500,0.15
suv_fuelswitch_546,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Acura,2007,km per L,7.55,USD,51750,10,USD,1500,0.15
suv_fuelswitch_547,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Audi,2007,km per L,6.33,USD,51750,10,USD,1500,0.15
suv_fuelswitch_548,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Bmw,2007,km per L,7.83,USD,51750,10,USD,1500,0.15
suv_fuelswitch_549,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Buick,2007,km per L,7.18,USD,51750,10,USD,1500,0.15
suv_fuelswitch_550,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Cadillac,2007,km per L,6.76,USD,51750,10,USD,1500,0.15
suv_fuelswitch_551,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chevrolet,2007,km per L,7.54,USD,51750,10,USD,1500,0.15
suv_fuelswitch_552,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chrysler,2007,km per L,8.09,USD,51750,10,USD,1500,0.15
suv_fuelswitch_553,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Dodge,2007,km per L,7.36,USD,51750,10,USD,1500,0.15
suv_fuelswitch_554,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Ford,2007,km per L,8.32,USD,51750,10,USD,1500,0.15
suv_fuelswitch_555,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Gmc,2007,km per L,6.82,USD,51750,10,USD,1500,0.15
suv_fuelswitch_556,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Honda,2007,km per L,8.57,USD,51750,10,USD,1500,0.15
suv_fuelswitch_557,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Hummer,2007,km per L,6.33,USD,51750,10,USD,1500,0.15
suv_fuelswitch_558,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Hyundai,2007,km per L,8.39,USD,51750,10,USD,1500,0.15
suv_fuelswitch_559,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Infiniti,2007,km per L,6.3,USD,51750,10,USD,1500,0.15
suv_fuelswitch_560,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Jeep,2007,km per L,7.77,USD,51750,10,USD,1500,0.15
suv_fuelswitch_561,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Kia,2007,km per L,8.24,USD,51750,10,USD,1500,0.15
suv_fuelswitch_562,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Land Rover,2007,km per L,6.05,USD,51750,10,USD,1500,0.15
suv_fuelswitch_563,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lexus,2007,km per L,7.46,USD,51750,10,USD,1500,0.15
suv_fuelswitch_564,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lincoln,2007,km per L,7.81,USD,51750,10,USD,1500,0.15
suv_fuelswitch_565,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mazda,2007,km per L,7.87,USD,51750,10,USD,1500,0.15
suv_fuelswitch_566,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mercedes-Benz,2007,km per L,6.03,USD,51750,10,USD,1500,0.15
suv_fuelswitch_567,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mitsubishi,2007,km per L,7.83,USD,51750,10,USD,1500,0.15
suv_fuelswitch_568,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Nissan,2007,km per L,7.13,USD,51750,10,USD,1500,0.15
suv_fuelswitch_569,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Pontiac,2007,km per L,8.2,USD,51750,10,USD,1500,0.15
suv_fuelswitch_570,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Saab,2007,km per L,6.78,USD,51750,10,USD,1500,0.15
suv_fuelswitch_571,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Saturn,2007,km per L,8.68,USD,51750,10,USD,1500,0.15
suv_fuelswitch_572,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Subaru,2007,km per L,8.88,USD,51750,10,USD,1500,0.15
suv_fuelswitch_573,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Suzuki,2007,km per L,7.74,USD,51750,10,USD,1500,0.15
suv_fuelswitch_574,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Toyota,2007,km per L,8.01,USD,51750,10,USD,1500,0.15
suv_fuelswitch_575,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Volkswagen,2007,km per L,6.33,USD,51750,10,USD,1500,0.15
suv_fuelswitch_576,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Volvo,2007,km per L,7.22,USD,51750,10,USD,1500,0.15
suv_fuelswitch_577,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Acura,2008,km per L,7.55,USD,51750,10,USD,1500,0.15
suv_fuelswitch_578,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Audi,2008,km per L,6.37,USD,51750,10,USD,1500,0.15
suv_fuelswitch_579,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Bmw,2008,km per L,7.68,USD,51750,10,USD,1500,0.15
suv_fuelswitch_580,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Buick,2008,km per L,7.87,USD,51750,10,USD,1500,0.15
suv_fuelswitch_581,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Cadillac,2008,km per L,6.77,USD,51750,10,USD,1500,0.15
suv_fuelswitch_582,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chevrolet,2008,km per L,7.77,USD,51750,10,USD,1500,0.15
suv_fuelswitch_583,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chrysler,2008,km per L,7.83,USD,51750,10,USD,1500,0.15
suv_fuelswitch_584,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Dodge,2008,km per L,7.49,USD,51750,10,USD,1500,0.15
suv_fuelswitch_585,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Ford,2008,km per L,8.33,USD,51750,10,USD,1500,0.15
suv_fuelswitch_586,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Gmc,2008,km per L,6.94,USD,51750,10,USD,1500,0.15
suv_fuelswitch_587,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Honda,2008,km per L,8.57,USD,51750,10,USD,1500,0.15
suv_fuelswitch_588,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Hummer,2008,km per L,6.16,USD,51750,10,USD,1500,0.15
suv_fuelswitch_589,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Hyundai,2008,km per L,8.43,USD,51750,10,USD,1500,0.15
suv_fuelswitch_590,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Infiniti,2008,km per L,6.66,USD,51750,10,USD,1500,0.15
suv_fuelswitch_591,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Jeep,2008,km per L,7.98,USD,51750,10,USD,1500,0.15
suv_fuelswitch_592,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Kia,2008,km per L,8.06,USD,51750,10,USD,1500,0.15
suv_fuelswitch_593,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Land Rover,2008,km per L,6.4,USD,51750,10,USD,1500,0.15
suv_fuelswitch_594,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lexus,2008,km per L,7.45,USD,51750,10,USD,1500,0.15
suv_fuelswitch_595,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Lincoln,2008,km per L,7.78,USD,51750,10,USD,1500,0.15
suv_fuelswitch_596,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mazda,2008,km per L,8.38,USD,51750,10,USD,1500,0.15
suv_fuelswitch_597,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mercedes-Benz,2008,km per L,6.03,USD,51750,10,USD,1500,0.15
suv_fuelswitch_598,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Mitsubishi,2008,km per L,8.2,USD,51750,10,USD,1500,0.15
suv_fuelswitch_599,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Nissan,2008,km per L,7.28,USD,51750,10,USD,1500,0.15
suv_fuelswitch_600,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Pontiac,2008,km per L,8.16,USD,51750,10,USD,1500,0.15
suv_fuelswitch_601,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Porsche,2008,km per L,6.57,USD,51750,10,USD,1500,0.15
suv_fuelswitch_602,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Saab,2008,km per L,6.37,USD,51750,10,USD,1500,0.15
suv_fuelswitch_603,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Saturn,2008,km per L,8.32,USD,51750,10,USD,1500,0.15
suv_fuelswitch_604,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Subaru,2008,km per L,8.93,USD,51750,10,USD,1500,0.15
suv_fuelswitch_605,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Suzuki,2008,km per L,7.72,USD,51750,10,USD,1500,0.15
suv_fuelswitch_606,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Toyota,2008,km per L,7.54,USD,51750,10,USD,1500,0.15
suv_fuelswitch_607,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Volkswagen,2008,km per L,6.43,USD,51750,10,USD,1500,0.15
suv_fuelswitch_608,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Volvo,2008,km per L,6.87,USD,51750,10,USD,1500,0.15
suv_fuelswitch_609,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Acura,2009,km per L,7.55,USD,51750,10,USD,1500,0.15
suv_fuelswitch_610,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Audi,2009,km per L,6.62,USD,51750,10,USD,1500,0.15
suv_fuelswitch_611,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Bmw,2009,km per L,7.26,USD,51750,10,USD,1500,0.15
suv_fuelswitch_612,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Buick,2009,km per L,7.91,USD,51750,10,USD,1500,0.15
suv_fuelswitch_613,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Cadillac,2009,km per L,6.78,USD,51750,10,USD,1500,0.15
suv_fuelswitch_614,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chevrolet,2009,km per L,8.22,USD,51750,10,USD,1500,0.15
suv_fuelswitch_615,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Chrysler,2009,km per L,8.33,USD,51750,10,USD,1500,0.15
suv_fuelswitch_616,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Dodge,2009,km per L,7.41,USD,51750,10,USD,1500,0.15
suv_fuelswitch_617,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Ford,2009,km per L,8.46,USD,51750,10,USD,1500,0.15
suv_fuelswitch_618,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Gmc,2009,km per L,7.21,USD,51750,10,USD,1500,0.15
suv_fuelswitch_619,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Honda,2009,km per L,8.73,USD,51750,10,USD,1500,0.15
suv_fuelswitch_620,transport_intervention,Fuel Switch,Light Duty,SUV,Motor Gasoline,Hummer,2009,km per L,6.48,USD,51750,10,USD,1500,0.15
